epoch [s],elapsed [s],x [m],y [m],z [m],roll [deg],pitch [deg],yaw [deg],broadcast
1784378550.8634834,0.21676349639892578,4.8,4.67,0.12,0.0,0.0,269.9997895408503,False
1784378550.9489832,0.3022632598876953,4.8,4.67,0.12,0.0,0.0,269.9997895408503,False
1784378551.039454,0.3927340507507324,-4.367680355166892e-05,1.0000000006737149,0.026568300145269706,0.0,0.0,359.99999990815405,False
1784378551.146309,0.4995889663696289,-3.9621031887504904e-05,1.0000000005642085,0.026477098593341804,0.0,0.0,359.9999999081696,False
1784378551.2404838,0.5937638282775879,-4.829156167396397e-05,1.000000000382192,0.02808235944954296,0.0,0.0,359.9999999081941,False
1784378551.350192,0.7034721374511719,-5.5807645742266824e-05,1.0000000004477372,0.028783724476846545,0.0,0.0,359.9999999081905,False
1784378551.4317188,0.784998893737793,-6.0895398917972e-05,1.0000000005671097,0.029088636042172062,0.0,0.0,359.99999990820504,False
1784378551.52025,0.8735301494598389,-5.7058867021242305e-05,1.0000000007646683,0.02824977480554235,0.0,0.0,359.99999990823613,False
1784378551.6090853,0.9623653888702393,-5.206885630636826e-05,1.0000000007695684,0.0276766831885563,0.0,0.0,359.99999990823227,False
1784378551.6887527,1.0420327186584473,-4.3959532239439964e-05,1.000000000692476,0.026872681195185603,0.0,0.0,359.9999999082305,False
1784378551.782393,1.1356730461120605,-4.054195278446961e-05,1.000000000453063,0.026735613950207595,0.0,0.0,359.9999999082687,False
1784378551.8622534,1.2155334949493408,-4.379690299203776e-05,1.0000000003987257,0.027131241180506877,0.0,0.0,359.99999990827445,False
1784378551.9452803,1.298560380935669,-5.169104829044268e-05,1.0000000003955742,0.02799608429292765,0.0,0.0,359.9999999082691,False
1784378552.0309105,1.384190559387207,-6.095448816078279e-05,1.0000000005791232,0.02898040794308435,0.0,0.0,359.99999990828746,False
1784378552.1284661,1.4817461967468262,-6.071610405854122e-05,1.0000000006663747,0.02897092869841181,0.0,0.0,359.99999990830315,False
1784378552.232378,1.585658073425293,-5.184086196725082e-05,1.000000000767772,0.028076064886245634,0.0,0.0,359.99999990831094,False
