EpochTime(s),TimeFromStart(s),right_prop_rate(rad/s),left_prop_rate(rad/s),LastDT(s),Yaw(rad),North(m),East(m),IMUSensedYawRate(rad/s),IMUIntegratedYaw(rad),IMUSensedTimeStamp(s),ARUCOSensedNorth(m),ARUCOSensedEast(m),ARUCOSensedYaw(rad),ArucoSensedTimeStamp(s),DepthTimeStamp(s),Depth(m),NavigationMode,APFEncounter,APFSide,APFDCPA(m),APFTCPA(s),APFForceX,APFForceY,NearestObstacleNorth(m),NearestObstacleEast(m),NearestObstacleDistance(m),WebotsEnvironment,SwitchCombination,EKFPredictionEnabled,ClusterSizeAPFEnabled
1784378555.090303,4.443583011627197,-200.0,200.0,0.2,6.28318530558354,-4.626139056401726e-05,1.0000000007504084,1.0170885681223999e-13,6.283185305583558,1784378555.0344489,-4.626139056401726e-05,1.0000000007504084,6.283185305583538, 1784378554.271837, 1784378555.0634875,1.0887584575730098,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,WEBOTS_UNKNOWN,ekf_on_cluster_on,1,1
1784378555.2194629,4.572742938995361,-200.0,200.0,0.2,6.283185305583696,0.030171401655339103,1.0000000007021796,1.6963398327933315e-12,6.283185305583784,1784378555.1672046,None,None,None, None, 1784378555.2184558,0.9887598053878162,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,WEBOTS_UNKNOWN,ekf_on_cluster_on,1,1
1784378555.341949,4.6952290534973145,-200.0,200.0,0.2,6.2831853055856035,0.014113686302105688,1.0000000004684995,1.1758468421963375e-11,6.283185305585087,1784378555.2780404,0.002239096155155669,1.0000000004439662,6.283185305586391, 1784378555.27804, 1784378555.3188007,0.9517153242798593,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,WEBOTS_UNKNOWN,ekf_on_cluster_on,1,1
1784378555.4804933,4.833773374557495,-200.0,200.0,0.2,6.283185305583298,0.0673739669943575,1.0000000003836034,-2.144791434596853e-11,6.283185305581234,1784378555.4576812,None,None,None, None, 1784378555.4586825,1.0489665474726673,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,WEBOTS_UNKNOWN,ekf_on_cluster_on,1,1
1784378555.5553932,4.908673286437988,-200.0,200.0,0.2,6.28318530558178,0.13320249931852454,1.000000000278522,-2.144791434596853e-11,6.283185305576944,1784378555.6126778,None,None,None, None, 1784378555.5991228,1.0788106364132368,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,WEBOTS_UNKNOWN,ekf_on_cluster_on,1,1
1784378555.9081278,5.261407852172852,-200.0,200.0,0.2,6.283185305586803,0.20228672166963912,1.0000000001681388,3.592284016183866e-11,6.283185305588865,1784378555.7895339,None,None,None, None, 1784378555.9066167,0.9653808323044786,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,WEBOTS_UNKNOWN,ekf_on_cluster_on,1,1
1784378556.0587456,5.412025690078735,-200.0,200.0,0.2,6.2831853056402815,0.2718937614628543,1.00000000005727,4.998410651797731e-10,6.283185305673397,1784378556.063263,None,None,None, None, 1784378556.0184731,0.9592964981365131,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,WEBOTS_UNKNOWN,ekf_on_cluster_on,1,1
1784378556.1305914,5.4838714599609375,-200.0,200.0,0.2,6.283185305703475,0.3415724671071041,0.9999999999500132,7.769213827373519e-10,6.283185305754672,1784378556.063263,None,None,None, None, 1784378556.0184731,0.9592964981365131,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,WEBOTS_UNKNOWN,ekf_on_cluster_on,1,1
1784378556.2140605,5.567340612411499,-200.0,200.0,0.2,6.283185305670749,0.4112607313580558,0.9999999998471456,1.331834446855822e-10,6.283185305767734,1784378556.1613383,None,None,None, None, 1784378556.1613383,1.0879920792867446,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,WEBOTS_UNKNOWN,ekf_on_cluster_on,1,1
1784378556.4332652,5.786545276641846,-200.0,200.0,0.2,6.28318530557433,0.11083324921452647,1.0000000002510567,-1.6527364207959394e-09,6.283185305319962,1784378556.4322665,0.10204436309453507,1.000000000263145,6.283185305778829, 1784378556.290426, 1784378556.343248,1.0954991811171384,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,WEBOTS_UNKNOWN,ekf_on_cluster_on,1,1
1784378556.5803885,5.933668613433838,-200.0,200.0,0.2,6.283185305609727,0.1553889487032951,1.0000000001795335,-1.174800539543459e-10,6.28318530530412,1784378556.5671077,None,None,None, None, 1784378556.5839028,1.0522849027504446,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,WEBOTS_UNKNOWN,ekf_on_cluster_on,1,1
